Timestep,Lymphocytes,TriggeringCells,TumorCells,TumorCellsRad,DoomedCells,DoomedCellsRad,Lymphocytes DieProb,Tumor DieProbRad,Tumor DieProbImm,Tumor DivProb,SurvivingFractionTLast,PrimaryImmuneResponse,SecondaryImmuneResponse,ImmuneResponse,LymphocyteMigrationAttempted,ImmuneSuppression
155,657,345,768,0,901,0,0.045,0.0,0.06742668973480452,0.20236840832754743,1.0,0.016235781101612393,0.051190908633192124,0.06742668973480452,38,0.1
156,661,344,778,0,915,0,0.045,0.0,0.06738660583588103,0.2023771065336138,1.0,0.016094622970434586,0.05129198286544645,0.06738660583588103,38,0.1
157,675,343,777,0,931,0,0.045,0.0,0.0673486429458067,0.20238534448075995,1.0,0.01595645355205335,0.05139218939375335,0.0673486429458067,38,0.1
158,678,342,800,0,938,0,0.045,0.0,0.06746268033605807,0.2023605983670754,1.0,0.01597019809824772,0.05149248223781034,0.06746268033605807,40,0.1
159,691,341,820,0,946,0,0.045,0.0,0.06725352552353908,0.202405984961392,1.0,0.015662681644998153,0.05159084387854093,0.06725352552353908,41,0.1
160,707,340,844,0,963,0,0.045,0.0,0.06709464921753126,0.20244046111979572,1.0,0.015407049070825546,0.05168760014670572,0.06709464921753126,42,0.1
161,717,339,857,0,973,0,0.045,0.0,0.06689618724858278,0.20248352736705752,1.0,0.015113673233967742,0.05178251401461503,0.06689618724858278,42,0.1
162,721,338,858,0,990,0,0.045,0.0,0.0668369653631308,0.20249637851620061,1.0,0.014960499412207113,0.05187646595092369,0.0668369653631308,42,0.1
163,736,337,849,0,1011,0,0.045,0.0,0.06691923240119485,0.2024785265689407,1.0,0.01494888743716576,0.051970344964029094,0.06691923240119485,42,0.1
164,741,336,851,0,1017,0,0.045,0.0,0.06711926510983357,0.2024351194711661,1.0,0.015054378647895694,0.05206488646193788,0.06711926510983357,42,0.1
165,753,335,863,0,1039,0,0.045,0.0,0.06719008124380767,0.20241975237009374,1.0,0.015030801349395584,0.05215927989441209,0.06719008124380767,43,0.1
166,771,334,878,0,1044,0,0.045,0.0,0.06714399380222355,0.20242975334491747,1.0,0.014891197189461648,0.05225279661276191,0.06714399380222355,43,0.1
167,785,333,892,0,1053,0,0.045,0.0,0.06706642698082503,0.20244658534516097,1.0,0.014721181349190213,0.05234524563163482,0.06706642698082503,44,0.1
168,791,332,904,0,1061,0,0.045,0.0,0.06700352540670067,0.20246023498674595,1.0,0.014566800269374184,0.05243672513732649,0.06700352540670067,45,0.1
169,806,331,925,0,1044,0,0.045,0.0,0.06696502965166672,0.20246858856558833,1.0,0.01443763615926008,0.05252739349240664,0.06696502965166672,46,0.1
170,810,330,924,0,1063,0,0.045,0.0,0.0668350344821275,0.20249679751737834,1.0,0.01421834975327033,0.05261668472885718,0.0668350344821275,46,0.1
171,821,329,944,0,1095,0,0.045,0.0,0.0669346547270314,0.2024751799242342,1.0,0.014228614300367915,0.05270604042666349,0.0669346547270314,47,0.1
172,830,328,958,0,1103,0,0.045,0.0,0.06682110860164037,0.20249981943344403,1.0,0.014026978748436687,0.052794129853203677,0.06682110860164037,47,0.1
173,828,327,984,0,1101,0,0.045,0.0,0.06677138084313838,0.20251061035703896,1.0,0.013890021653947917,0.05288135918919047,0.06677138084313838,49,0.1
174,828,326,1003,0,1111,0,0.045,0.0,0.06661132731855757,0.20254534197187302,1.0,0.01364428203816741,0.05296704528039016,0.06661132731855757,50,0.1
175,839,325,1010,0,1132,0,0.045,0.0,0.0665230895264877,0.20256448957275217,1.0,0.013471443580412542,0.05305164594607515,0.0665230895264877,50,0.1
176,844,324,1017,0,1163,0,0.045,0.0,0.06654501117408335,0.20255973257522392,1.0,0.013409155730023645,0.0531358554440597,0.06654501117408335,50,0.1
