Timestep,Lymphocytes,TriggeringCells,TumorCells,TumorCellsRad,DoomedCells,DoomedCellsRad,Lymphocytes DieProb,Tumor DieProbRad,Tumor DieProbImm,Tumor DivProb,SurvivingFractionTLast,PrimaryImmuneResponse,SecondaryImmuneResponse,ImmuneResponse,LymphocyteMigrationAttempted,ImmuneSuppression
644,0,0,8502,2,1412,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998101919327188,0.0,0.007484128575477114,0.007484128575477114,186,0.51
645,0,0,8515,2,1405,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998103928586899,0.0,0.007484128575477114,0.007484128575477114,186,0.51
646,0,0,8507,2,1419,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998106823352415,0.0,0.007484128575477114,0.007484128575477114,186,0.51
647,0,0,8509,2,1414,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998105043005268,0.0,0.007484128575477114,0.007484128575477114,186,0.51
648,0,0,8513,2,1407,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998105488405901,0.0,0.007484128575477114,0.007484128575477114,186,0.51
649,0,0,8523,2,1398,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998106378579327,0.0,0.007484128575477114,0.007484128575477114,186,0.51
650,0,0,8513,2,1408,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998108600357364,0.0,0.007484128575477114,0.007484128575477114,186,0.51
651,0,0,8517,2,1383,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998106378579327,0.0,0.007484128575477114,0.007484128575477114,186,0.51
652,0,0,8536,2,1364,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998107267916615,0.0,0.007484128575477114,0.007484128575477114,186,0.51
653,0,0,8549,2,1377,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998111480886341,0.0,0.007484128575477114,0.007484128575477114,186,0.51
654,0,0,8519,2,1389,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998114352654791,0.0,0.007484128575477114,0.007484128575477114,186,0.51
655,0,0,8514,2,1397,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998107712272075,0.0,0.007484128575477114,0.007484128575477114,186,0.51
656,0,0,8522,2,1399,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998106600991991,0.0,0.007484128575477114,0.007484128575477114,186,0.51
657,0,0,8516,2,1403,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.99981083784142,0.0,0.007484128575477114,0.007484128575477114,186,0.51
658,0,0,8529,2,1387,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998107045660617,0.0,0.007484128575477114,0.007484128575477114,186,0.51
659,0,0,8535,2,1393,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998109930923416,0.0,0.007484128575477114,0.007484128575477114,186,0.51
660,0,0,8517,2,1405,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998111259618724,0.0,0.007484128575477114,0.007484128575477114,186,0.51
661,0,0,8502,2,1409,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998107267916615,0.0,0.007484128575477114,0.007484128575477114,186,0.51
662,0,0,8519,2,1411,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998103928586899,0.0,0.007484128575477114,0.007484128575477114,186,0.51
663,0,0,8496,2,1421,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998107712272075,0.0,0.007484128575477114,0.007484128575477114,186,0.51
664,0,0,8495,2,1417,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998102589553415,0.0,0.007484128575477114,0.007484128575477114,186,0.51
665,0,0,8512,2,1413,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.999810236619727,0.0,0.007484128575477114,0.007484128575477114,186,0.51
666,0,0,8514,2,1412,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998106156114405,0.0,0.007484128575477114,0.007484128575477114,186,0.51
667,0,0,8525,2,1394,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998106600991991,0.0,0.007484128575477114,0.007484128575477114,186,0.51
668,0,0,8523,2,1407,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998109044087485,0.0,0.007484128575477114,0.007484128575477114,186,0.51
669,0,0,8532,2,1405,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998108600357364,0.0,0.007484128575477114,0.007484128575477114,186,0.51
670,0,0,8523,2,1395,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998110595504667,0.0,0.007484128575477114,0.007484128575477114,186,0.51
671,0,0,8534,2,1399,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998108600357364,0.0,0.007484128575477114,0.007484128575477114,186,0.51
672,0,0,8524,2,1403,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998111038299251,0.0,0.007484128575477114,0.007484128575477114,186,0.51
673,0,0,8507,2,1407,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998108822248453,0.0,0.007484128575477114,0.007484128575477114,186,0.51
674,0,0,8508,2,1404,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998105043005268,0.0,0.007484128575477114,0.007484128575477114,186,0.51
675,0,0,8510,2,1407,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998105265731759,0.0,0.007484128575477114,0.007484128575477114,186,0.51
676,0,0,8517,2,1406,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.999810571102771,0.0,0.007484128575477114,0.007484128575477114,186,0.51
677,0,0,8519,2,1404,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998107267916615,0.0,0.007484128575477114,0.007484128575477114,186,0.51
678,0,0,8508,2,1391,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998107712272075,0.0,0.007484128575477114,0.007484128575477114,186,0.51
679,0,0,8524,2,1392,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998105265731759,0.0,0.007484128575477114,0.007484128575477114,186,0.51
680,0,0,8526,2,1392,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998108822248453,0.0,0.007484128575477114,0.007484128575477114,186,0.51
681,0,0,8514,2,1399,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.999810926587448,0.0,0.007484128575477114,0.007484128575477114,186,0.51
682,0,0,8516,2,1397,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998106600991991,0.0,0.007484128575477114,0.007484128575477114,186,0.51
683,0,0,8509,2,1411,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998107045660617,0.0,0.007484128575477114,0.007484128575477114,186,0.51
684,0,0,8497,2,1433,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998105488405901,0.0,0.007484128575477114,0.007484128575477114,186,0.51
685,0,0,8490,2,1425,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998102812856986,0.0,0.007484128575477114,0.007484128575477114,186,0.51
686,0,0,8493,2,1423,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998101248627305,0.0,0.007484128575477114,0.007484128575477114,186,0.51
687,0,0,8478,2,1434,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998101919327188,0.0,0.007484128575477114,0.007484128575477114,186,0.51
688,0,0,8473,2,1436,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998098561081129,0.0,0.007484128575477114,0.007484128575477114,186,0.51
689,0,0,8488,2,1426,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998097439023464,0.0,0.007484128575477114,0.007484128575477114,186,0.51
690,0,0,8480,2,1440,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998100801230656,0.0,0.007484128575477114,0.007484128575477114,186,0.51
691,0,0,8491,2,1432,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998099009533704,0.0,0.007484128575477114,0.007484128575477114,186,0.51
692,0,0,8492,2,1430,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998101472246592,0.0,0.007484128575477114,0.007484128575477114,186,0.51
693,0,0,8489,2,1426,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998101695813214,0.0,0.007484128575477114,0.007484128575477114,186,0.51
694,0,0,8482,2,1426,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998101024955331,0.0,0.007484128575477114,0.007484128575477114,186,0.51
695,0,0,8480,2,1431,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998099457774795,0.0,0.007484128575477114,0.007484128575477114,186,0.51
696,0,0,8492,2,1431,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998099009533704,0.0,0.007484128575477114,0.007484128575477114,186,0.51
697,0,0,8467,2,1460,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998101695813214,0.0,0.007484128575477114,0.007484128575477114,186,0.51
698,0,0,8462,2,1454,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998096090804985,0.0,0.007484128575477114,0.007484128575477114,186,0.51
699,0,0,8445,2,1454,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998094965829096,0.0,0.007484128575477114,0.007484128575477114,186,0.51
700,0,0,8448,2,1455,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.999809113094681,0.0,0.007484128575477114,0.007484128575477114,186,0.51
701,0,0,8446,2,1465,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998091808812241,0.0,0.007484128575477114,0.007484128575477114,186,0.51
702,0,0,8449,2,1459,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.999809135695546,0.0,0.007484128575477114,0.007484128575477114,186,0.51
703,0,0,8455,2,1456,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998092034660411,0.0,0.007484128575477114,0.007484128575477114,186,0.51
704,0,0,8467,2,1445,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998093388627536,0.0,0.007484128575477114,0.007484128575477114,186,0.51
705,0,0,8474,2,1451,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998096090804985,0.0,0.007484128575477114,0.007484128575477114,186,0.51
706,0,0,8459,2,1459,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998097663540927,0.0,0.007484128575477114,0.007484128575477114,186,0.51
